State,ResidenceType_Urban,Household_members,HealthInsurance,Single_Parent,Religion,family_id
Arunachal Pradesh,0,4,0,0,1,55461
Arunachal Pradesh,0,3,0,0,1,55462
Arunachal Pradesh,0,5,1,0,1,55463
Arunachal Pradesh,0,5,0,0,4,55464
Arunachal Pradesh,0,3,0,0,1,55465
Arunachal Pradesh,0,4,0,0,4,55466
Arunachal Pradesh,0,5,0,0,1,55467
Arunachal Pradesh,0,4,0,0,1,55468
Arunachal Pradesh,0,2,1,0,1,55469
Arunachal Pradesh,0,5,0,0,1,55470
Arunachal Pradesh,0,3,0,0,1,55471
Arunachal Pradesh,0,6,0,0,1,55472
Arunachal Pradesh,0,4,0,0,1,55473
Arunachal Pradesh,0,3,0,1,1,55474
Arunachal Pradesh,0,6,0,0,1,55475
Arunachal Pradesh,0,5,0,0,1,55476
Arunachal Pradesh,0,4,0,0,4,55477
Arunachal Pradesh,0,5,0,0,1,55478
Arunachal Pradesh,0,3,0,0,1,55479
Arunachal Pradesh,0,5,0,0,1,55480
Arunachal Pradesh,0,6,0,0,1,55481
Arunachal Pradesh,0,10,0,0,1,55482
Arunachal Pradesh,0,5,1,0,1,55483
Arunachal Pradesh,0,5,0,0,4,55484
Arunachal Pradesh,0,4,0,0,4,55485
Arunachal Pradesh,0,3,1,0,1,55486
Arunachal Pradesh,0,5,0,0,1,55487
Arunachal Pradesh,0,4,0,0,1,55488
Arunachal Pradesh,0,3,0,0,1,55489
Arunachal Pradesh,0,5,0,0,1,55490
Arunachal Pradesh,0,4,0,0,1,55491
Arunachal Pradesh,0,4,0,0,1,55492
Arunachal Pradesh,0,4,0,0,1,55493
Arunachal Pradesh,0,4,0,0,1,55494
Arunachal Pradesh,0,5,0,0,1,55495
Arunachal Pradesh,0,7,0,0,1,55496
Arunachal Pradesh,0,8,0,0,1,55497
Arunachal Pradesh,0,6,0,0,1,55498
Arunachal Pradesh,0,6,1,0,4,55499
Arunachal Pradesh,0,4,0,0,1,55500
Arunachal Pradesh,0,11,0,0,4,55501
Arunachal Pradesh,0,6,1,0,1,55502
Arunachal Pradesh,0,7,0,0,1,55503
Arunachal Pradesh,0,4,0,0,1,55504
Arunachal Pradesh,0,4,0,0,1,55505
Arunachal Pradesh,0,4,0,0,1,55506
Arunachal Pradesh,0,4,0,0,1,55507
Arunachal Pradesh,0,3,0,0,1,55508
Arunachal Pradesh,0,8,0,0,1,55509
Arunachal Pradesh,0,5,0,0,1,55510
Arunachal Pradesh,0,4,0,0,1,55511
Arunachal Pradesh,0,7,0,0,4,55512
Arunachal Pradesh,0,8,0,0,4,55513
Arunachal Pradesh,0,4,0,0,1,55514
Arunachal Pradesh,0,3,0,0,4,55515
Arunachal Pradesh,0,5,0,0,4,55516
Arunachal Pradesh,0,4,0,0,1,55517
Arunachal Pradesh,0,4,0,0,1,55518
Arunachal Pradesh,0,4,0,0,1,55519
Arunachal Pradesh,0,6,0,0,4,55520
Arunachal Pradesh,0,9,0,0,1,55521
Arunachal Pradesh,0,9,0,0,1,55522
Arunachal Pradesh,0,5,0,0,4,55523
Arunachal Pradesh,0,10,0,0,4,55524
Arunachal Pradesh,0,10,0,0,1,55525
Arunachal Pradesh,1,6,0,0,1,55526
Arunachal Pradesh,1,4,0,0,1,55527
Arunachal Pradesh,1,4,1,0,4,55528
Arunachal Pradesh,1,6,1,0,1,55529
Arunachal Pradesh,1,7,0,0,1,55530
Arunachal Pradesh,1,5,0,0,4,55531
Arunachal Pradesh,1,4,0,0,1,55532
Arunachal Pradesh,1,5,0,0,1,55533
Arunachal Pradesh,1,4,0,0,1,55534
Arunachal Pradesh,1,5,0,0,1,55535
Arunachal Pradesh,1,3,0,0,4,55536
Arunachal Pradesh,0,6,0,0,4,55537
Arunachal Pradesh,0,3,0,0,4,55538
Arunachal Pradesh,0,3,0,0,1,55539
Arunachal Pradesh,0,5,0,0,1,55540
Arunachal Pradesh,0,4,0,0,1,55541
Arunachal Pradesh,0,7,0,0,1,55542
Arunachal Pradesh,0,3,0,0,1,55543
Arunachal Pradesh,0,3,0,0,1,55544
Arunachal Pradesh,0,5,0,0,1,55545
Arunachal Pradesh,0,4,0,0,1,55546
Arunachal Pradesh,0,4,0,0,1,55547
Arunachal Pradesh,0,4,0,0,1,55548
Arunachal Pradesh,0,4,0,0,1,55549
Arunachal Pradesh,0,6,0,0,1,55550
Arunachal Pradesh,0,6,0,0,1,55551
Arunachal Pradesh,0,8,0,0,4,55552
Arunachal Pradesh,0,3,0,0,4,55553
Arunachal Pradesh,0,5,1,0,4,55554
Arunachal Pradesh,0,3,0,0,1,55555
Arunachal Pradesh,0,5,0,0,1,55556
Arunachal Pradesh,0,4,0,0,4,55557
Arunachal Pradesh,0,2,0,0,1,55558
Arunachal Pradesh,0,5,0,0,4,55559
Arunachal Pradesh,0,5,0,0,1,55560
Arunachal Pradesh,0,6,0,0,1,55561
Arunachal Pradesh,0,5,0,0,4,55562
Arunachal Pradesh,0,4,1,0,4,55563
Arunachal Pradesh,0,3,1,0,4,55564
Arunachal Pradesh,0,3,0,0,1,55565
Arunachal Pradesh,0,4,0,0,1,55566
Arunachal Pradesh,0,4,0,0,1,55567
Arunachal Pradesh,0,6,0,0,1,55568
Arunachal Pradesh,0,5,0,0,1,55569
Arunachal Pradesh,0,6,0,0,1,55570
Arunachal Pradesh,0,9,0,0,1,55571
Arunachal Pradesh,0,4,0,0,4,55572
Arunachal Pradesh,0,5,1,1,4,55573
Arunachal Pradesh,0,7,0,0,4,55574
Arunachal Pradesh,0,12,0,0,4,55575
Arunachal Pradesh,0,12,0,0,4,55576
Arunachal Pradesh,0,6,0,0,4,55577
Arunachal Pradesh,0,5,0,0,1,55578
Arunachal Pradesh,0,6,0,0,4,55579
Arunachal Pradesh,0,9,0,0,1,55580
Arunachal Pradesh,0,9,0,0,1,55581
Arunachal Pradesh,0,6,0,0,1,55582
Arunachal Pradesh,0,4,0,0,1,55583
Arunachal Pradesh,0,3,0,0,1,55584
Arunachal Pradesh,0,4,1,0,1,55585
Arunachal Pradesh,0,16,0,0,1,55586
Arunachal Pradesh,0,5,1,0,4,55587
Arunachal Pradesh,0,4,1,0,4,55588
Arunachal Pradesh,0,6,1,0,4,55589
Arunachal Pradesh,0,6,0,0,4,55590
Arunachal Pradesh,0,3,0,0,4,55591
Arunachal Pradesh,0,5,1,1,4,55592
Arunachal Pradesh,0,5,0,0,4,55593
Arunachal Pradesh,0,4,1,0,4,55594
Arunachal Pradesh,0,6,0,0,4,55595
Arunachal Pradesh,0,4,0,0,1,55596
Arunachal Pradesh,0,4,0,0,4,55597
Arunachal Pradesh,0,6,0,0,1,55598
Arunachal Pradesh,0,5,0,0,1,55599
Arunachal Pradesh,0,6,0,0,4,55600
Arunachal Pradesh,0,4,0,1,4,55601
Arunachal Pradesh,0,4,0,0,1,55602
Arunachal Pradesh,0,5,1,0,4,55603
Arunachal Pradesh,0,7,0,0,4,55604
Arunachal Pradesh,0,8,0,0,1,55605
Arunachal Pradesh,0,12,0,0,1,55606
Arunachal Pradesh,0,6,0,0,4,55607
Arunachal Pradesh,0,6,1,0,4,55608
Arunachal Pradesh,0,4,0,0,4,55609
Arunachal Pradesh,0,12,0,0,1,55610
Arunachal Pradesh,0,5,0,1,1,55611
Arunachal Pradesh,0,10,0,0,1,55612
Arunachal Pradesh,0,5,0,0,1,55613
Arunachal Pradesh,0,5,0,0,1,55614
Arunachal Pradesh,0,4,0,1,4,55615
Arunachal Pradesh,0,5,0,0,1,55616
Arunachal Pradesh,0,4,0,0,1,55617
Arunachal Pradesh,0,3,0,0,1,55618
Arunachal Pradesh,0,7,0,0,1,55619
Arunachal Pradesh,0,4,0,0,1,55620
Arunachal Pradesh,0,3,0,0,1,55621
Arunachal Pradesh,0,7,1,0,1,55622
Arunachal Pradesh,0,5,0,0,1,55623
Arunachal Pradesh,0,7,1,0,1,55624
Arunachal Pradesh,0,6,0,0,4,55625
Arunachal Pradesh,0,4,0,0,4,55626
Arunachal Pradesh,0,5,0,0,4,55627
Arunachal Pradesh,0,6,0,0,4,55628
Arunachal Pradesh,0,5,0,0,1,55629
Arunachal Pradesh,0,7,0,0,1,55630
Arunachal Pradesh,0,3,0,0,4,55631
Arunachal Pradesh,1,4,1,0,1,55632
Arunachal Pradesh,1,5,1,0,1,55633
Arunachal Pradesh,1,3,0,0,1,55634
Arunachal Pradesh,1,5,0,0,4,55635
Arunachal Pradesh,1,6,0,0,1,55636
Arunachal Pradesh,1,4,0,0,4,55637
Arunachal Pradesh,1,5,0,0,4,55638
Arunachal Pradesh,1,2,0,0,1,55639
Arunachal Pradesh,1,4,0,0,4,55640
Arunachal Pradesh,1,5,0,0,4,55641
Arunachal Pradesh,1,4,0,0,1,55642
Arunachal Pradesh,1,4,0,0,1,55643
Arunachal Pradesh,1,7,0,0,1,55644
Arunachal Pradesh,1,6,0,0,1,55645
Arunachal Pradesh,1,3,1,0,1,55646
Arunachal Pradesh,1,5,1,0,4,55647
Arunachal Pradesh,1,8,0,0,4,55648
Arunachal Pradesh,1,4,0,0,1,55649
Arunachal Pradesh,1,3,1,0,1,55650
Arunachal Pradesh,1,4,0,0,1,55651
Arunachal Pradesh,1,6,0,0,1,55652
Arunachal Pradesh,1,2,0,0,1,55653
Arunachal Pradesh,1,5,1,0,1,55654
Arunachal Pradesh,1,5,0,0,1,55655
Arunachal Pradesh,1,6,0,0,1,55656
Arunachal Pradesh,1,3,0,0,1,55657
Arunachal Pradesh,1,5,0,0,4,55658
Arunachal Pradesh,1,3,0,0,1,55659
Arunachal Pradesh,1,8,0,0,1,55660
Arunachal Pradesh,1,3,0,0,1,55661
Arunachal Pradesh,1,3,0,0,4,55662
Arunachal Pradesh,1,4,1,0,1,55663
Arunachal Pradesh,1,6,1,0,1,55664
Arunachal Pradesh,1,5,0,0,1,55665
Arunachal Pradesh,1,6,1,0,1,55666
Arunachal Pradesh,1,4,1,0,4,55667
Arunachal Pradesh,1,8,0,0,1,55668
Arunachal Pradesh,1,5,0,0,1,55669
Arunachal Pradesh,1,5,0,0,4,55670
Arunachal Pradesh,1,4,0,0,4,55671
Arunachal Pradesh,1,7,0,0,4,55672
Arunachal Pradesh,1,4,0,0,1,55673
Arunachal Pradesh,1,4,1,0,4,55674
Arunachal Pradesh,1,5,0,0,4,55675
Arunachal Pradesh,1,4,0,0,1,55676
Arunachal Pradesh,1,4,0,0,1,55677
Arunachal Pradesh,1,3,0,0,1,55678
Arunachal Pradesh,1,5,0,0,4,55679
Arunachal Pradesh,1,6,0,0,4,55680
Arunachal Pradesh,1,5,0,0,1,55681
Arunachal Pradesh,1,6,0,0,1,55682
Arunachal Pradesh,1,6,0,0,1,55683
Arunachal Pradesh,1,5,0,0,4,55684
Arunachal Pradesh,1,4,0,0,1,55685
Arunachal Pradesh,1,4,0,0,1,55686
Arunachal Pradesh,1,5,0,0,1,55687
Arunachal Pradesh,1,5,0,0,4,55688
Arunachal Pradesh,0,3,0,0,1,55689
Arunachal Pradesh,0,4,0,0,1,55690
Arunachal Pradesh,0,4,0,0,1,55691
Arunachal Pradesh,0,3,0,0,1,55692
Arunachal Pradesh,0,4,0,0,1,55693
Arunachal Pradesh,0,3,0,0,1,55694
Arunachal Pradesh,0,5,0,0,1,55695
Arunachal Pradesh,0,4,0,0,1,55696
Arunachal Pradesh,0,4,0,0,1,55697
Arunachal Pradesh,0,5,0,0,4,55698
Arunachal Pradesh,0,6,0,0,1,55699
Arunachal Pradesh,0,4,0,0,1,55700
Arunachal Pradesh,0,5,0,0,1,55701
Arunachal Pradesh,0,3,0,0,1,55702
Arunachal Pradesh,0,11,0,0,1,55703
Arunachal Pradesh,0,5,0,0,1,55704
Arunachal Pradesh,0,5,0,0,1,55705
Arunachal Pradesh,0,3,0,0,1,55706
Arunachal Pradesh,0,4,0,0,1,55707
Arunachal Pradesh,0,8,0,0,1,55708
Arunachal Pradesh,0,8,0,0,1,55709
Arunachal Pradesh,0,6,0,0,1,55710
Arunachal Pradesh,0,7,0,0,1,55711
Arunachal Pradesh,0,8,0,0,1,55712
Arunachal Pradesh,0,4,1,0,1,55713
Arunachal Pradesh,0,6,0,0,1,55714
Arunachal Pradesh,0,5,0,0,1,55715
Arunachal Pradesh,0,6,0,0,1,55716
Arunachal Pradesh,0,3,0,0,1,55717
Arunachal Pradesh,0,10,0,0,1,55718
Arunachal Pradesh,0,3,0,0,1,55719
Arunachal Pradesh,0,4,1,0,1,55720
Arunachal Pradesh,0,4,0,0,2,55721
Arunachal Pradesh,0,3,0,0,1,55722
Arunachal Pradesh,0,4,0,0,1,55723
Arunachal Pradesh,0,3,0,0,1,55724
Arunachal Pradesh,0,4,0,0,1,55725
Arunachal Pradesh,0,3,0,0,1,55726
Arunachal Pradesh,0,4,1,0,1,55727
Arunachal Pradesh,0,4,0,0,1,55728
Arunachal Pradesh,0,9,0,0,1,55729
Arunachal Pradesh,0,7,0,0,1,55730
Arunachal Pradesh,0,4,1,0,1,55731
Arunachal Pradesh,0,3,0,0,1,55732
Arunachal Pradesh,0,5,0,0,1,55733
Arunachal Pradesh,0,5,0,0,1,55734
Arunachal Pradesh,0,6,0,0,1,55735
Arunachal Pradesh,0,3,0,0,1,55736
Arunachal Pradesh,0,9,0,0,1,55737
Arunachal Pradesh,0,5,0,0,1,55738
Arunachal Pradesh,0,4,0,0,1,55739
Arunachal Pradesh,0,6,0,0,1,55740
Arunachal Pradesh,0,3,1,0,1,55741
Arunachal Pradesh,0,9,0,0,1,55742
Arunachal Pradesh,0,7,1,0,1,55743
Arunachal Pradesh,0,5,0,0,1,55744
Arunachal Pradesh,0,4,0,0,1,55745
Arunachal Pradesh,0,6,1,0,1,55746
Arunachal Pradesh,0,5,1,0,1,55747
Arunachal Pradesh,0,6,0,0,1,55748
Arunachal Pradesh,0,5,0,0,1,55749
Arunachal Pradesh,0,5,0,0,1,55750
Arunachal Pradesh,0,4,1,0,1,55751
Arunachal Pradesh,0,4,1,0,1,55752
Arunachal Pradesh,0,4,0,0,1,55753
Arunachal Pradesh,0,3,1,0,1,55754
Arunachal Pradesh,0,5,1,0,1,55755
Arunachal Pradesh,0,4,0,0,1,55756
Arunachal Pradesh,0,4,1,0,1,55757
Arunachal Pradesh,0,3,0,0,1,55758
Arunachal Pradesh,0,4,0,0,1,55759
Arunachal Pradesh,0,6,0,0,1,55760
Arunachal Pradesh,0,5,0,0,1,55761
Arunachal Pradesh,0,4,0,0,1,55762
Arunachal Pradesh,0,4,0,0,1,55763
Arunachal Pradesh,0,4,0,0,1,55764
Arunachal Pradesh,0,6,0,0,1,55765
Arunachal Pradesh,0,9,0,0,1,55766
Arunachal Pradesh,0,9,0,0,1,55767
Arunachal Pradesh,0,10,0,0,1,55768
Arunachal Pradesh,0,6,1,0,1,55769
Arunachal Pradesh,0,10,1,0,1,55770
Arunachal Pradesh,0,4,0,0,1,55771
Arunachal Pradesh,0,6,0,0,1,55772
Arunachal Pradesh,0,5,1,0,1,55773
Arunachal Pradesh,0,7,0,0,1,55774
Arunachal Pradesh,0,7,0,0,1,55775
Arunachal Pradesh,0,7,1,0,1,55776
Arunachal Pradesh,0,10,0,0,1,55777
Arunachal Pradesh,0,7,0,0,1,55778
Arunachal Pradesh,0,7,0,0,1,55779
Arunachal Pradesh,0,7,0,0,1,55780
Arunachal Pradesh,0,6,0,0,1,55781
Arunachal Pradesh,0,7,0,0,1,55782
Arunachal Pradesh,0,8,1,0,1,55783
Arunachal Pradesh,0,7,1,0,1,55784
Arunachal Pradesh,0,7,0,0,4,55785
Arunachal Pradesh,0,6,0,0,4,55786
Arunachal Pradesh,0,5,0,0,1,55787
Arunachal Pradesh,0,5,0,0,1,55788
Arunachal Pradesh,0,8,0,0,1,55789
Arunachal Pradesh,0,9,0,0,4,55790
Arunachal Pradesh,0,9,0,0,4,55791
Arunachal Pradesh,0,6,0,0,1,55792
Arunachal Pradesh,0,7,0,0,4,55793
Arunachal Pradesh,0,7,0,0,1,55794
Arunachal Pradesh,0,9,0,0,4,55795
Arunachal Pradesh,0,4,0,0,1,55796
Arunachal Pradesh,0,4,1,0,1,55797
Arunachal Pradesh,0,5,0,0,2,55798
Arunachal Pradesh,0,4,0,0,1,55799
Arunachal Pradesh,0,4,0,0,1,55800
Arunachal Pradesh,0,7,0,0,1,55801
Arunachal Pradesh,0,5,0,0,1,55802
Arunachal Pradesh,0,5,0,0,1,55803
Arunachal Pradesh,0,4,0,0,1,55804
Arunachal Pradesh,0,5,0,0,1,55805
Arunachal Pradesh,0,7,0,0,1,55806
Arunachal Pradesh,0,3,0,0,1,55807
Arunachal Pradesh,0,4,1,0,1,55808
Arunachal Pradesh,0,4,0,0,1,55809
Arunachal Pradesh,0,7,0,0,1,55810
Arunachal Pradesh,0,4,0,0,1,55811
Arunachal Pradesh,0,4,0,0,1,55812
Arunachal Pradesh,0,7,0,0,1,55813
Arunachal Pradesh,0,3,0,0,1,55814
Arunachal Pradesh,0,5,0,0,1,55815
Arunachal Pradesh,0,4,0,0,1,55816
Arunachal Pradesh,0,2,0,0,1,55817
Arunachal Pradesh,0,3,0,0,1,55818
Arunachal Pradesh,0,3,0,0,1,55819
Arunachal Pradesh,0,3,0,0,1,55820
Arunachal Pradesh,0,4,0,0,1,55821
Arunachal Pradesh,0,6,0,0,1,55822
Arunachal Pradesh,0,3,0,0,4,55823
Arunachal Pradesh,0,3,0,0,1,55824
Arunachal Pradesh,0,4,0,0,4,55825
Arunachal Pradesh,0,5,0,0,1,55826
Arunachal Pradesh,0,5,0,0,1,55827
Arunachal Pradesh,0,4,0,0,1,55828
Arunachal Pradesh,0,5,1,0,1,55829
Arunachal Pradesh,0,5,1,0,1,55830
Arunachal Pradesh,0,6,0,0,1,55831
Arunachal Pradesh,0,4,0,0,4,55832
Arunachal Pradesh,0,4,0,0,1,55833
Arunachal Pradesh,0,7,0,0,1,55834
Arunachal Pradesh,0,9,0,0,4,55835
Arunachal Pradesh,0,5,0,0,1,55836
Arunachal Pradesh,0,6,1,0,1,55837
Arunachal Pradesh,0,8,1,0,1,55838
Arunachal Pradesh,0,5,0,0,4,55839
Arunachal Pradesh,0,5,0,0,1,55840
Arunachal Pradesh,0,7,0,0,1,55841
Arunachal Pradesh,0,5,1,0,1,55842
Arunachal Pradesh,0,6,1,0,4,55843
Arunachal Pradesh,0,4,0,1,4,55844
Arunachal Pradesh,0,6,1,0,1,55845
Arunachal Pradesh,0,5,1,0,1,55846
Arunachal Pradesh,0,5,0,0,1,55847
Arunachal Pradesh,0,4,1,0,1,55848
Arunachal Pradesh,0,5,0,0,1,55849
Arunachal Pradesh,0,10,0,0,1,55850
Arunachal Pradesh,0,9,0,0,1,55851
Arunachal Pradesh,0,4,0,0,4,55852
Arunachal Pradesh,0,5,0,0,1,55853
Arunachal Pradesh,0,4,0,0,1,55854
Arunachal Pradesh,0,3,0,0,1,55855
Arunachal Pradesh,0,6,0,0,1,55856
Arunachal Pradesh,0,3,0,0,1,55857
Arunachal Pradesh,0,6,0,0,1,55858
Arunachal Pradesh,0,4,1,0,1,55859
Arunachal Pradesh,0,7,0,0,2,55860
Arunachal Pradesh,0,6,0,0,1,55861
Arunachal Pradesh,0,6,0,1,1,55862
Arunachal Pradesh,0,3,1,0,1,55863
Arunachal Pradesh,0,4,0,0,1,55864
Arunachal Pradesh,0,4,0,0,1,55865
Arunachal Pradesh,0,4,0,0,2,55866
Arunachal Pradesh,0,4,0,0,1,55867
Arunachal Pradesh,0,3,0,0,1,55868
Arunachal Pradesh,0,6,0,0,1,55869
Arunachal Pradesh,0,5,0,0,1,55870
Arunachal Pradesh,0,5,0,0,1,55871
Arunachal Pradesh,0,4,0,0,1,55872
Arunachal Pradesh,0,6,0,0,1,55873
Arunachal Pradesh,0,8,0,0,1,55874
Arunachal Pradesh,0,5,1,0,1,55875
Arunachal Pradesh,0,6,1,0,1,55876
Arunachal Pradesh,0,7,1,0,1,55877
Arunachal Pradesh,0,7,0,0,1,55878
Arunachal Pradesh,0,6,0,0,1,55879
Arunachal Pradesh,0,6,1,0,1,55880
Arunachal Pradesh,0,5,1,0,1,55881
Arunachal Pradesh,0,6,1,0,1,55882
Arunachal Pradesh,1,4,0,0,1,55883
Arunachal Pradesh,1,4,0,0,1,55884
Arunachal Pradesh,1,8,0,0,1,55885
Arunachal Pradesh,1,4,0,0,1,55886
Arunachal Pradesh,1,5,1,0,1,55887
Arunachal Pradesh,1,5,1,0,1,55888
Arunachal Pradesh,1,5,1,0,1,55889
Arunachal Pradesh,1,4,0,0,1,55890
Arunachal Pradesh,0,5,0,0,1,55891
Arunachal Pradesh,0,4,0,0,1,55892
Arunachal Pradesh,0,4,0,0,1,55893
Arunachal Pradesh,0,6,0,0,1,55894
Arunachal Pradesh,0,7,0,0,1,55895
Arunachal Pradesh,0,7,0,0,1,55896
Arunachal Pradesh,0,6,0,0,4,55897
Arunachal Pradesh,0,3,1,0,1,55898
Arunachal Pradesh,0,4,0,0,1,55899
Arunachal Pradesh,0,4,0,0,1,55900
Arunachal Pradesh,0,4,0,0,1,55901
Arunachal Pradesh,0,5,0,0,1,55902
Arunachal Pradesh,0,7,0,0,1,55903
Arunachal Pradesh,0,4,0,0,1,55904
Arunachal Pradesh,0,7,1,0,1,55905
Arunachal Pradesh,0,7,0,0,1,55906
Arunachal Pradesh,0,4,0,0,4,55907
Arunachal Pradesh,0,4,0,0,2,55908
Arunachal Pradesh,0,5,0,0,1,55909
Arunachal Pradesh,0,7,1,0,2,55910
Arunachal Pradesh,0,4,0,0,1,55911
Arunachal Pradesh,0,5,0,0,1,55912
Arunachal Pradesh,0,3,0,0,1,55913
Arunachal Pradesh,0,9,0,0,1,55914
Arunachal Pradesh,0,9,0,0,1,55915
Arunachal Pradesh,0,5,0,0,1,55916
Arunachal Pradesh,0,4,0,0,1,55917
Arunachal Pradesh,0,4,0,0,1,55918
Arunachal Pradesh,0,8,0,0,1,55919
Arunachal Pradesh,0,8,0,0,1,55920
Arunachal Pradesh,0,6,0,0,1,55921
Arunachal Pradesh,0,4,0,0,1,55922
Arunachal Pradesh,0,4,0,0,1,55923
Arunachal Pradesh,0,6,0,0,1,55924
Arunachal Pradesh,0,5,0,0,1,55925
Arunachal Pradesh,0,6,0,0,1,55926
Arunachal Pradesh,0,3,0,0,1,55927
Arunachal Pradesh,0,5,0,0,4,55928
Arunachal Pradesh,0,6,0,0,1,55929
Arunachal Pradesh,0,4,0,0,1,55930
Arunachal Pradesh,0,6,0,0,1,55931
Arunachal Pradesh,0,5,0,0,1,55932
Arunachal Pradesh,0,4,0,0,1,55933
Arunachal Pradesh,0,8,0,0,1,55934
Arunachal Pradesh,0,8,0,0,1,55935
Arunachal Pradesh,0,5,0,0,1,55936
Arunachal Pradesh,0,7,0,0,1,55937
Arunachal Pradesh,0,4,0,0,1,55938
Arunachal Pradesh,0,4,1,0,1,55939
Arunachal Pradesh,0,7,0,0,1,55940
Arunachal Pradesh,0,5,0,0,1,55941
Arunachal Pradesh,0,6,0,0,1,55942
Arunachal Pradesh,0,5,0,0,1,55943
Arunachal Pradesh,0,4,0,0,1,55944
Arunachal Pradesh,0,6,0,0,1,55945
Arunachal Pradesh,0,7,0,0,1,55946
Arunachal Pradesh,0,4,1,0,1,55947
Arunachal Pradesh,0,5,1,0,1,55948
Arunachal Pradesh,0,6,1,0,1,55949
Arunachal Pradesh,0,5,0,0,1,55950
Arunachal Pradesh,0,5,0,0,1,55951
Arunachal Pradesh,0,5,0,0,1,55952
Arunachal Pradesh,0,4,0,0,1,55953
Arunachal Pradesh,0,8,0,0,1,55954
Arunachal Pradesh,0,4,0,0,1,55955
Arunachal Pradesh,0,4,0,0,1,55956
Arunachal Pradesh,0,3,0,0,1,55957
Arunachal Pradesh,0,5,0,0,1,55958
Arunachal Pradesh,0,4,0,0,1,55959
Arunachal Pradesh,0,6,1,0,1,55960
Arunachal Pradesh,0,4,0,1,4,55961
Arunachal Pradesh,0,3,0,0,1,55962
Arunachal Pradesh,0,5,0,0,1,55963
Arunachal Pradesh,0,8,0,0,4,55964
Arunachal Pradesh,0,9,0,0,1,55965
Arunachal Pradesh,0,8,0,0,1,55966
Arunachal Pradesh,0,9,0,0,1,55967
Arunachal Pradesh,0,3,0,0,1,55968
Arunachal Pradesh,0,4,0,0,1,55969
Arunachal Pradesh,0,3,0,0,1,55970
Arunachal Pradesh,0,3,0,0,1,55971
Arunachal Pradesh,0,5,0,0,1,55972
Arunachal Pradesh,0,4,0,0,1,55973
Arunachal Pradesh,0,7,0,0,1,55974
Arunachal Pradesh,0,5,0,0,1,55975
Arunachal Pradesh,0,8,0,0,1,55976
Arunachal Pradesh,0,8,0,0,1,55977
Arunachal Pradesh,0,6,0,0,4,55978
Arunachal Pradesh,0,6,0,0,1,55979
Arunachal Pradesh,0,4,0,0,4,55980
Arunachal Pradesh,0,5,0,0,1,55981
Arunachal Pradesh,0,4,0,0,1,55982
Arunachal Pradesh,0,3,0,0,1,55983
Arunachal Pradesh,0,3,0,0,1,55984
Arunachal Pradesh,0,5,0,0,1,55985
Arunachal Pradesh,0,4,0,0,1,55986
Arunachal Pradesh,0,4,0,0,1,55987
Arunachal Pradesh,0,9,0,0,1,55988
Arunachal Pradesh,0,4,0,0,4,55989
Arunachal Pradesh,0,7,1,0,4,55990
Arunachal Pradesh,0,2,0,0,4,55991
Arunachal Pradesh,0,4,0,0,1,55992
Arunachal Pradesh,0,7,0,0,1,55993
Arunachal Pradesh,0,5,0,0,1,55994
Arunachal Pradesh,0,5,0,0,1,55995
Arunachal Pradesh,0,3,0,0,1,55996
Arunachal Pradesh,0,6,0,0,1,55997
Arunachal Pradesh,0,6,0,0,1,55998
Arunachal Pradesh,0,5,0,0,1,55999
Arunachal Pradesh,0,5,0,0,1,56000
Arunachal Pradesh,0,5,0,0,1,56001
Arunachal Pradesh,0,5,0,0,4,56002
Arunachal Pradesh,0,3,0,0,1,56003
Arunachal Pradesh,0,6,0,0,1,56004
Arunachal Pradesh,0,6,1,0,1,56005
Arunachal Pradesh,0,6,0,0,2,56006
Arunachal Pradesh,0,11,0,0,1,56007
Arunachal Pradesh,0,4,0,0,1,56008
Arunachal Pradesh,0,5,0,0,1,56009
Arunachal Pradesh,0,4,0,0,1,56010
Arunachal Pradesh,0,5,0,0,1,56011
Arunachal Pradesh,0,6,0,0,1,56012
Arunachal Pradesh,0,4,1,0,1,56013
Arunachal Pradesh,0,5,0,0,1,56014
Arunachal Pradesh,0,5,0,0,1,56015
Arunachal Pradesh,0,4,0,0,1,56016
Arunachal Pradesh,0,6,0,0,1,56017
Arunachal Pradesh,0,5,0,0,1,56018
Arunachal Pradesh,0,5,0,0,1,56019
Arunachal Pradesh,0,4,1,0,1,56020
Arunachal Pradesh,0,6,1,0,1,56021
Arunachal Pradesh,0,6,0,0,1,56022
Arunachal Pradesh,0,3,1,0,1,56023
Arunachal Pradesh,0,4,1,0,1,56024
Arunachal Pradesh,0,6,0,0,1,56025
Arunachal Pradesh,1,5,1,0,1,56026
Arunachal Pradesh,1,6,0,0,1,56027
Arunachal Pradesh,1,6,1,0,1,56028
Arunachal Pradesh,1,5,1,0,1,56029
Arunachal Pradesh,1,5,0,0,1,56030
Arunachal Pradesh,1,7,1,0,1,56031
Arunachal Pradesh,1,4,0,0,1,56032
Arunachal Pradesh,1,5,1,0,4,56033
Arunachal Pradesh,1,8,0,0,1,56034
Arunachal Pradesh,1,4,0,0,1,56035
Arunachal Pradesh,1,4,0,0,2,56036
Arunachal Pradesh,1,7,1,0,1,56037
Arunachal Pradesh,1,3,0,0,1,56038
Arunachal Pradesh,1,4,0,0,1,56039
Arunachal Pradesh,1,6,0,0,1,56040
Arunachal Pradesh,1,6,0,0,1,56041
